Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Stubbo",28,6,19,9,16,3,16,12,3,0,138,226,
"Stud Park",11,0,4,3,6,0,4,4,0,0,18,50,
"Suffolk Park",278,502,238,245,153,195,53,159,17,11,1902,3750,
"Sugarloaf (NSW)",8,4,8,0,6,6,0,0,0,0,37,72,
"Summer Hill (Dungog - NSW)",8,7,7,4,0,0,5,3,0,0,21,56,
"Summer Hill (Inner West - NSW)",575,1677,336,345,559,312,95,209,47,18,3129,7306,
"Summer Hill Creek",20,21,21,11,23,4,4,14,0,0,106,216,
"Summer Island",7,3,5,3,8,5,0,8,0,0,55,97,
"Summerland Point",90,110,178,135,107,120,83,115,13,8,1534,2498,
"Sun Valley (NSW)",14,42,17,10,14,6,0,3,0,0,121,229,
"Sunny Corner",0,4,6,3,3,0,5,9,0,0,62,94,
"Sunset Strip (NSW)",3,4,0,0,3,0,0,0,0,0,69,88,
"Sunshine (NSW)",16,33,26,21,23,16,5,17,0,0,266,426,
"Sunshine Bay",42,59,69,65,44,65,18,25,6,7,834,1223,
"Suntop",13,10,5,0,9,0,0,4,0,0,36,72,
"Surf Beach (NSW)",71,94,95,95,81,85,26,70,8,5,1248,1875,
"Surfside",60,48,69,53,73,75,22,47,3,3,917,1376,
"Surry Hills",1877,4224,677,887,1013,711,124,490,118,66,6231,16416,
"Sussex Inlet",114,114,179,157,112,79,80,114,10,22,2606,3576,
"Sutherland (NSW)",687,1598,757,662,1028,476,282,311,73,41,4896,10822,
"Sutton (NSW)",169,118,106,71,115,62,33,60,10,10,895,1658,
"Sutton Forest",63,34,39,17,18,14,11,31,5,0,247,472,
"Swan Bay (Port Stephens - NSW)",20,24,19,9,19,21,21,14,0,4,171,315,
"Swan Bay (Richmond Valley - NSW)",15,13,15,13,10,7,6,8,0,0,129,223,
"Swan Creek (NSW)",9,5,11,3,8,6,3,0,0,0,69,114,
"Swan Vale",7,0,0,0,3,0,0,6,0,0,18,46,
"Swanbrook",6,0,0,0,0,0,0,0,0,0,3,11,
"Swanhaven",3,6,11,9,3,3,7,3,0,0,148,194,
"Swans Crossing",0,0,0,0,0,0,0,0,0,0,0,0,
"Swansea (NSW)",135,217,351,237,216,166,164,246,23,22,3288,5058,
"Swansea Heads",41,59,51,25,26,25,19,30,3,0,340,612,
"Sweetmans Creek",4,3,8,0,0,0,3,4,0,0,38,61,
"Sydenham (NSW)",85,162,97,74,79,64,35,58,0,0,489,1144,
"Sydney",1437,2712,1084,1593,892,791,136,1118,151,108,7223,17252,
"Sydney Olympic Park",153,292,70,75,137,88,17,35,17,11,846,1737,
"Sylvania",761,1047,582,427,796,443,219,266,56,34,5853,10481,
"Sylvania Waters",316,302,171,105,264,179,81,75,21,8,1639,3166,
"Tabbil Creek",7,0,4,0,0,0,0,4,0,0,22,39,
"Tabbimoble",3,0,0,5,0,0,0,4,0,0,19,34,
"Tabbita",17,0,5,3,8,0,5,9,0,0,33,74,
"Table Top",148,165,100,52,124,63,43,49,12,3,671,1427,
"Tabulam",48,14,13,8,12,6,6,26,0,0,333,467,
"Tacoma",21,25,55,41,40,31,20,55,3,4,336,631,
"Tacoma South",12,15,22,11,15,8,9,21,0,0,121,250,
"Tahlee",0,0,0,0,0,0,0,0,0,0,18,16,
"Tahmoor",203,274,395,264,247,229,268,287,19,12,2863,5068,
"Talarm",24,7,10,10,6,4,14,19,0,0,127,217,
"Talawanta",15,0,0,0,0,0,0,0,0,0,9,28,
"Talbingo",8,11,10,11,12,5,3,11,3,0,177,242,
"Tallawang",20,9,4,6,4,0,6,15,0,6,108,170,
"Tallimba",41,9,15,12,5,0,4,9,0,6,99,185,
"Tallong",37,55,68,39,33,37,25,35,0,4,473,813,
"Tallowal",0,0,0,0,0,0,0,0,0,0,0,0,
"Tallowwood Ridge",0,0,3,5,0,0,0,0,0,0,36,52,
"Tallwood",15,10,4,6,0,4,3,8,0,0,26,73,
"Tallwoods Village",25,59,36,33,37,37,7,14,0,0,452,706,
"Talmalmo",17,4,0,0,3,0,0,7,0,0,23,56,
"Talofa",10,14,11,9,3,9,0,3,0,0,50,103,
"Taloumbi",3,7,0,3,0,4,3,0,0,0,74,107,
"Tamarama",198,408,44,84,75,66,10,27,10,4,695,1622,
"Tamban",7,4,0,0,3,0,4,4,0,0,66,92,
"Tambar Springs",44,8,3,4,4,0,4,9,0,0,110,191,
"Tambaroora",0,0,0,5,0,0,0,0,0,0,32,44,
"Taminda",4,0,10,3,0,0,0,13,0,0,27,55,
"Tamworth",14,11,7,8,5,4,9,21,0,0,103,179,
"Tanglewood",3,13,9,6,5,3,0,5,0,0,50,91,
"Tanilba Bay",87,92,189,175,142,112,108,127,10,8,2105,3156,
"Tanja",12,24,6,15,8,0,0,7,0,0,85,150,
"Tannabar",20,4,0,3,3,0,0,6,0,0,28,64,
"Tannas Mount",10,3,0,0,7,0,0,0,0,0,20,46,
"Tantangara",0,0,0,0,0,0,0,0,0,0,0,0,
"Tantawangalo",16,15,14,4,4,3,6,7,0,0,91,159,
"Tantonan",11,3,0,4,0,0,0,0,0,0,4,25,
"Tapitallee",39,69,36,37,23,31,16,27,3,0,319,610,
"Tara (NSW)",14,0,0,0,0,0,0,0,0,0,12,27,
"Taradale (NSW)",10,6,4,0,0,0,0,0,0,0,15,36,
"Tarago",52,29,42,21,20,14,13,20,3,0,210,425,
"Taralga",51,24,25,26,22,9,15,29,0,0,263,465,
"Tarana",29,13,11,3,8,3,4,3,3,5,81,166,
"Tarban",4,0,0,0,0,0,0,0,0,0,3,5,
"Tarbuck Bay",6,12,15,9,10,11,6,7,0,0,116,192,
"Tarcutta",74,14,29,17,21,11,18,27,0,0,237,445,
"Taree",460,775,661,687,552,717,335,752,26,43,11181,16199,
"Taree South",21,13,12,15,6,7,10,17,3,0,209,311,
"Taren Point",112,139,70,49,104,72,21,30,11,8,1121,1734,
"Tarlo",13,18,10,8,8,7,7,8,0,0,92,166,
"Tarraganda",21,20,18,21,31,26,14,11,0,0,170,335,
"Tarrawanna",88,170,135,112,127,90,49,71,10,3,1218,2072,
"Tarriaro",28,0,0,5,11,0,7,5,0,0,60,118,
"Tarro",44,48,107,70,73,72,97,122,3,0,1007,1643,
"Tascott",89,197,108,82,119,75,29,56,11,3,841,1603,
"Tatham",27,7,12,7,15,6,11,21,0,0,99,208,
"Tathra",102,185,98,82,88,59,18,63,0,3,971,1676,
"Tatton",196,366,161,125,200,134,61,66,18,0,1286,2620,
"Taylors Arm",14,7,10,8,3,3,6,9,0,0,99,153,
"Taylors Beach (NSW)",5,6,4,7,10,5,7,4,0,0,69,122,
"Taylors Flat",14,4,4,0,0,0,0,9,0,0,24,61,
"Tea Gardens",81,95,132,113,75,81,45,91,3,7,2164,2878,
"Telarah",53,102,188,123,95,94,117,117,14,9,1409,2334,
"Telegraph Point",33,48,65,30,29,24,31,31,4,4,305,609,
"Telopea",280,640,268,223,342,206,122,180,24,19,3125,5432,
"Temagog",4,14,11,16,4,5,4,8,0,0,160,236,
"Temora",261,279,303,210,213,208,139,246,10,11,2813,4691,
"Tempe",269,507,195,159,284,132,86,179,20,7,1703,3556,
"Ten Mile Hollow",0,0,0,0,0,0,0,0,0,0,0,0,
"Tenambit",95,204,195,136,147,111,95,151,9,14,1753,2903,
"Tenandra",18,7,5,0,11,0,0,3,3,0,31,84,
"Tennyson (NSW)",36,27,34,14,32,17,19,17,0,3,180,387,
"Tennyson Point",148,180,42,40,94,48,14,17,6,0,628,1215,
"Tenterden (NSW)",12,0,0,0,0,0,0,5,0,0,9,30,
"Tenterfield",255,180,199,170,156,142,110,210,15,16,2605,4062,
"Teralba",58,81,104,95,73,55,65,85,7,3,953,1587,
"Terania Creek",12,20,13,16,4,0,0,4,0,0,112,185,
"Terara",18,19,22,12,8,10,3,14,4,0,131,229,
"Teridgerie",17,3,0,0,3,0,0,4,0,0,27,53,
"Termeil",15,20,14,12,15,13,17,17,0,0,127,256,
"Terrabella",9,0,0,0,0,0,0,0,0,0,7,20,
"Terrace Creek",9,3,0,0,0,0,0,7,0,0,31,51,
"Terragon",10,3,4,10,5,0,3,3,0,0,38,73,
"Terramungamine",32,30,22,11,15,16,16,7,0,4,122,271,
"Terranora",156,287,225,169,211,159,55,107,17,8,1525,2928,
"Terreel",0,0,0,0,0,0,0,0,0,0,9,5,
"Terrey Hills",272,366,233,124,222,127,48,92,12,8,1535,3035,
"Terrigal",810,1483,714,649,744,544,151,334,50,29,5831,11349,
"Terry Hie Hie",21,3,0,0,6,3,0,3,0,0,44,73,
"Teven",44,26,22,7,14,12,6,12,0,0,146,290,
"Tewinga",9,4,3,3,0,3,4,4,0,0,54,89,
"Texas (NSW)",8,0,0,0,0,0,0,9,0,0,21,41,
"Thalgarrah",37,14,9,8,9,9,0,11,0,0,81,178,
"Tharbogang",56,18,22,13,26,24,24,22,0,0,300,507,
"The Angle",16,11,0,0,6,0,0,5,0,0,55,90,
"The Bight",9,4,7,3,0,5,0,0,0,4,39,67,
"The Branch",9,10,5,0,6,4,6,3,0,0,40,83,
"The Brothers",10,0,0,0,3,0,0,4,0,0,13,37,
"The Channon",29,36,20,16,21,12,8,15,4,0,204,376,
"The Devils Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"The Entrance",143,205,208,199,157,153,83,187,15,13,2647,4004,
"The Entrance North",63,100,108,88,70,61,39,77,3,4,859,1472,
"The Freshwater",0,0,0,0,0,0,0,0,0,0,3,8,
"The Gap (Richmond Valley - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"The Gap (Wagga Wagga - NSW)",14,5,0,0,4,0,0,9,0,0,31,63,
"The Glen (NSW)",0,0,3,0,0,0,0,0,0,0,4,5,
"The Gulf",0,0,0,0,0,0,0,0,0,0,0,0,
"The Hatch",8,0,3,0,0,0,0,0,0,0,24,40,
"The Hill",116,503,115,155,126,76,25,48,12,5,754,1943,
"The Junction",76,219,53,55,64,55,7,26,5,12,479,1053,
"The Lagoon",17,16,25,3,12,10,3,15,3,0,111,214,
"The Marra",25,3,0,0,3,0,0,4,0,0,26,59,
"The Meadows",0,0,0,0,0,0,0,0,0,0,5,9,
"The Oaks",146,187,230,147,196,105,122,134,16,10,1233,2524,
"The Pilliga",0,0,0,0,0,0,0,0,0,0,0,0,
"The Pinnacles",0,8,0,0,4,3,0,3,0,0,56,84,
"The Pocket",25,26,16,14,14,16,3,16,0,6,140,277,
"The Ponds",937,1862,572,434,975,529,263,246,63,34,5816,11732,
"The Ridgeway",14,18,14,10,20,9,3,0,0,0,72,159,
"The Risk",8,0,3,0,4,0,0,4,0,0,39,61,
"The Rock",104,77,77,62,45,39,41,52,6,7,723,1236,
"The Rocks (Bathurst Regional - NSW)",10,0,4,4,7,0,3,3,0,0,29,67,
"The Rocks (Sydney - NSW)",92,140,13,19,47,24,0,8,6,5,424,775,
"The Sandon",0,0,0,0,0,0,0,0,0,0,0,4,
"The Slopes",16,34,27,24,30,14,17,4,3,4,153,332,
"The Whiteman",14,10,0,5,3,3,3,7,0,0,82,137,
"Theresa Creek (NSW)",18,0,0,3,3,0,4,3,3,0,36,70,
"Theresa Park",61,45,42,20,49,13,23,16,4,4,252,535,
"Thirldene",0,4,0,0,0,0,0,0,0,0,5,5,
"Thirlmere",197,270,352,177,248,165,164,194,13,9,2245,4043,
"Thirroul",418,935,365,313,384,213,92,143,21,11,3194,6084,
"Thora",15,29,25,12,13,10,8,22,0,6,193,328,
"Thornleigh",643,1531,402,344,600,335,92,203,44,17,4261,8467,
"Thornton (NSW)",384,557,722,460,627,411,384,467,44,15,3994,8062,
"Thrumster",29,45,31,33,27,28,8,15,0,0,192,419,
"Thuddungra",28,5,9,5,4,5,3,14,4,0,45,117,
"Thule",8,4,0,0,0,0,0,0,0,0,18,35,
"Thumb Creek",0,0,0,0,0,0,0,0,0,0,24,22,
"Thurgoona",441,881,661,583,575,483,262,356,47,14,4361,8658,
"Thyra",7,0,0,0,0,0,0,0,0,0,0,9,
"Tianjara",0,0,0,0,0,0,0,0,0,0,0,0,
"Tibbuc",3,0,0,0,0,0,0,0,0,0,18,24,
"Tibooburra",27,8,8,5,4,0,4,25,0,5,64,137,
"Tichborne",3,9,5,0,4,5,3,5,0,0,46,79,
"Tichular",0,0,0,0,0,0,0,0,0,0,0,5,
"Tighes Hill",69,258,101,122,77,45,36,65,14,4,888,1683,
"Tilba Tilba",19,9,5,3,0,3,0,11,0,0,53,94,
"Tilbuster",9,7,0,5,8,4,0,3,0,0,29,58,
"Tilligerry Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Tilpa",6,0,0,0,0,0,0,10,0,0,23,44,
"Timbarra (NSW)",12,3,5,0,0,0,0,0,0,0,14,29,
"Timbillica",0,0,0,0,0,0,0,0,0,0,4,7,
"Timbumburi",25,8,11,9,12,5,0,8,0,0,55,140,
"Timor (NSW)",8,3,0,0,0,0,0,8,0,0,35,55,
"Tindarey",10,0,0,0,0,0,4,0,0,0,15,35,
"Tinderry",4,7,5,0,0,0,0,0,0,0,48,66,
"Tingha",30,16,27,34,21,30,17,60,5,4,607,834,
"Tingira Heights",99,192,186,115,143,121,62,103,9,10,1103,2148,
"Tinonee",41,94,73,58,41,52,23,55,5,4,643,1090,
"Tinpot",0,0,0,0,0,0,0,0,0,0,3,3,
"Tintenbar",74,97,35,32,36,34,12,23,4,5,476,826,
"Tintinhull",19,22,35,25,19,13,14,28,0,0,215,395,
"Tiona",4,0,0,0,0,0,0,0,0,0,0,4,
"Tipperary (NSW)",0,6,0,0,0,0,0,0,0,0,26,33,
"Tiri",3,0,0,0,0,0,0,0,0,0,0,3,
"Tirrannaville",36,25,16,8,12,11,10,8,0,0,107,235,
"Titaatee Creek",0,0,0,0,0,0,3,0,0,5,9,14,
"Tocal (NSW)",4,6,0,4,0,0,0,3,0,0,37,49,
"Tocumwal",196,104,141,104,86,60,79,135,4,15,1751,2684,
"Tolland",88,166,209,179,162,141,90,234,12,9,2069,3359,
"Tolwong",0,0,0,0,0,0,0,0,0,0,0,0,
"Tomago",7,5,21,8,11,5,22,19,0,3,186,282,
"Tomakin",42,54,62,48,55,37,23,29,0,3,653,1003,
"Tomalla",5,0,0,0,0,0,3,0,0,0,8,18,
"Tombong",0,0,0,0,0,0,0,3,0,0,9,14,
"Tomboye",0,3,0,0,3,0,0,0,0,0,28,40,
"Tomerong",74,92,101,47,62,55,31,46,3,0,568,1072,
"Tomewin",5,15,14,6,0,3,4,0,0,0,58,106,
"Tomingley",54,14,10,3,13,3,18,3,3,8,170,303,
"Tomki",4,3,7,8,0,3,3,0,0,0,51,76,
"Toms Creek",3,3,5,0,0,0,4,0,0,0,29,42,
"Tonderburine",24,8,0,0,0,0,3,3,0,0,23,56,
"Tongarra",14,3,14,3,8,4,10,9,0,0,35,109,
"Toogong",19,0,5,0,0,0,0,4,0,0,49,82,
"Tooleybuc",32,13,20,14,10,3,4,20,0,3,161,276,
"Toolijooa",12,11,8,10,4,0,0,3,0,0,71,128,
"Tooloom",9,0,0,0,0,0,0,0,0,0,11,23,
"Tooloon",15,0,4,0,0,0,0,0,0,0,24,49,
"Tooma",42,8,4,0,0,0,0,6,0,0,36,105,
"Toongabbie (NSW)",635,1579,802,610,1185,524,528,656,104,48,7658,14333,
"Toongi",13,8,8,0,5,6,5,4,0,0,15,60,
"Toonumbar",3,3,0,0,0,0,0,0,0,0,25,39,
"Tooranie",0,0,0,0,0,0,0,0,0,0,4,7,
"Tooraweenah",55,11,9,11,8,0,13,26,0,0,100,233,
"Toormina",139,314,307,327,273,270,167,309,22,16,4043,6194,
"Toorooka",7,3,6,4,3,0,0,4,3,0,26,51,
"Toothdale",11,13,4,9,13,6,0,12,0,0,99,173,
"Tootool",16,5,5,0,4,0,4,0,0,0,45,72,
"Toowoon Bay",35,39,24,27,25,16,11,20,4,0,331,526,
"Topi Topi",6,8,3,4,7,0,0,0,0,0,33,51,
"Toronto",164,339,265,260,233,188,157,258,15,23,3700,5599,
"Torrington (NSW)",6,3,0,0,0,0,4,0,3,0,62,81,
"Torryburn (Dungog - NSW)",21,10,13,7,3,8,5,9,0,4,66,145,
"Torryburn (Uralla - NSW)",16,0,0,0,0,0,0,6,0,0,12,42,
"Totnes Valley",6,5,4,0,0,0,0,5,0,0,18,31,
"Tottenham (NSW)",70,17,26,6,5,3,16,14,0,0,276,453,
"Touga",0,0,0,0,0,0,0,0,0,0,0,0,
"Toukley",117,207,291,181,169,163,104,187,8,8,3105,4549,
"Towallum",0,0,0,0,0,0,0,0,0,0,0,0,
"Towamba",10,10,9,10,8,0,0,10,0,0,171,228,
"Townsend",21,44,45,47,40,48,34,52,0,0,568,884,
"Towradgi",139,336,221,184,196,98,91,110,18,9,1722,3126,
"Towrang",9,9,10,11,14,8,9,8,0,0,100,177,
"Tralee",0,0,0,0,3,0,0,0,0,0,4,7,
"Trangie",113,48,56,47,49,29,47,61,3,3,726,1191,
"Tregeagle",57,52,26,16,34,15,9,27,0,0,226,458,
"Tregear",51,62,120,111,137,92,217,205,12,16,2861,3883,
"Trenayr",0,0,15,5,8,5,3,5,0,0,47,84,
"Trentham Cliffs",12,4,4,4,5,4,0,3,0,0,37,66,
"Trewilga",0,0,0,0,3,0,6,4,0,0,20,38,
"Triamble",0,0,3,0,0,0,0,0,0,0,13,21,
"Triangle Flat",17,0,0,0,0,0,3,5,0,0,20,59,
"Trundle",78,31,30,19,16,12,26,43,0,5,422,687,
"Trungley Hall",27,3,10,0,3,0,0,0,0,0,42,78,
"Trunkey Creek",11,4,11,6,4,3,4,12,0,0,65,118,
"Tubbamurra",7,0,0,0,0,0,0,4,0,0,11,17,
"Tubbul",24,0,3,0,0,5,0,8,0,0,34,79,
"Tucabia",16,19,21,21,13,25,22,20,0,0,224,367,
"Tucki Tucki",14,9,10,3,6,8,6,9,0,0,95,171,
"Tuckombil",21,40,16,13,8,17,4,11,0,0,134,259,
"Tuckurimba",6,5,14,5,7,6,0,4,0,0,59,104,
"Tuena",10,0,0,0,0,0,0,4,0,0,45,63,
"Tuggerah",46,66,71,66,58,61,30,40,6,0,477,925,
"Tuggerawong",61,71,97,73,64,63,45,75,8,6,723,1274,
"Tugrabakh",8,6,4,0,0,0,0,4,0,0,55,82,
"Tullakool",18,4,4,0,4,0,0,10,0,0,30,72,
"Tullamore",90,29,16,11,11,3,8,26,0,5,220,423,
"Tullarwalla",0,0,0,0,0,0,0,0,0,0,0,0,
"Tullera",23,27,26,18,16,23,11,16,0,4,107,282,
"Tullibigeal",50,14,11,3,10,5,3,14,0,0,123,234,
"Tullimbar",32,43,57,26,49,17,20,14,5,0,272,535,
"Tulloona",15,0,0,0,0,0,0,4,0,0,18,52,
"Tullymorgan",14,13,3,9,3,0,3,5,0,0,79,134,
"Tumbarumba",102,66,106,97,78,60,110,157,7,3,1079,1859,
"Tumbi Umbi",285,390,369,234,317,267,112,207,21,11,2889,5111,
"Tumblong",26,8,4,9,3,8,15,14,0,0,107,201,
"Tumbulgum",27,27,33,40,27,21,13,19,0,0,201,408,
"Tumorrama",3,0,0,4,5,0,0,6,0,0,20,35,
"Tumut",231,339,414,256,261,231,312,368,13,23,3783,6231,
"Tumut Plains",6,9,0,0,4,5,0,0,0,0,30,62,
"Tuncester",11,5,3,3,3,9,4,8,0,0,37,73,
"Tuncurry",160,231,246,240,172,219,99,227,12,26,4548,6182,
"Tunglebung",6,4,0,0,0,0,0,4,0,0,10,30,
"Tuntable Creek",11,15,7,14,10,6,0,12,0,0,112,192,
"Tuppal",3,0,0,0,0,0,0,0,0,0,6,10,
"Tura Beach",132,188,173,136,124,153,38,120,8,10,2077,3162,
"Turill",8,0,4,0,0,0,9,8,0,0,71,100,
"Turlinjah",16,10,14,15,12,0,3,8,0,0,79,158,
"Turners Flat",10,8,17,8,8,9,3,6,0,3,77,149,
"Turondale",4,3,12,0,4,0,0,8,0,0,45,82,
"Tuross",0,0,0,0,0,0,0,4,0,0,8,14,
"Tuross Head",75,119,125,100,82,72,25,67,8,3,1552,2242,
"Turramurra",1192,2211,281,439,740,425,68,147,76,38,6303,11922,
"Turrawan",12,7,7,0,4,3,11,4,7,0,25,67,
"Turrella",153,270,116,154,179,109,75,137,9,14,1291,2512,
"Turvey Park",194,481,240,178,219,174,57,118,8,6,1648,3331,
"Tweed Heads",313,461,434,433,371,334,149,333,28,17,5306,8179,
"Tweed Heads South",192,293,380,439,267,323,159,414,25,29,5092,7615,
"Tweed Heads West",171,278,386,348,219,277,148,310,12,24,4028,6200,
"Twelve Mile",4,0,0,0,0,0,0,3,0,0,22,27,
"Twelve Mile Creek",7,0,7,6,4,4,4,11,3,0,109,163,
"Twelve Mile Peg",0,0,0,0,0,0,0,0,0,0,0,0,
"Twenty Forests",0,0,0,0,0,0,0,0,0,0,0,0,
"Twin Rivers",13,0,0,0,3,0,3,0,0,0,16,35,
"Two Mile Flat",7,6,5,5,8,3,3,8,0,0,47,96,
"Tyagarah",10,20,3,10,8,9,3,0,0,0,83,149,
"Tyalgum",24,21,36,24,16,17,13,37,0,0,365,546,
"Tyalgum Creek",7,8,0,6,4,4,5,8,0,0,68,109,
"Tygalgah",9,6,5,3,5,4,6,11,0,4,65,126,
"Tyndale",8,3,4,4,5,6,14,10,0,0,111,171,
"Tyringham",23,0,0,0,6,0,0,5,0,0,65,100,
"Uarbry",6,0,0,0,0,0,0,0,0,0,34,44,
"Uki",23,66,47,28,30,15,19,40,6,0,417,695,
"Ulamambri",35,9,9,5,7,4,7,12,0,4,123,210,
"Ulan",0,3,6,3,3,0,5,0,0,0,34,57,
"Ulladulla",225,273,368,315,211,327,118,309,14,19,4440,6615,
"Ulmarra",48,19,43,42,20,38,32,28,8,11,495,784,
"Ulong",6,5,0,12,0,0,7,18,0,0,175,237,
"Ultimo",415,1034,369,572,395,399,101,339,32,49,5149,8846,
"Umina Beach",658,1182,1060,926,977,691,395,785,72,65,9936,16735,
"Unanderra",122,317,341,234,270,186,171,248,13,17,3522,5431,
"Underbank",8,0,0,0,0,0,0,0,0,0,18,32,
"Undercliffe",3,0,0,0,0,0,0,0,0,0,9,11,
"Ungarie",86,26,14,8,20,3,21,29,0,0,347,559,
"Unumgar",6,3,0,0,0,0,0,0,0,0,15,26,
"Upper Allyn",3,0,0,0,0,0,0,0,0,0,3,10,
"Upper Bingara",8,0,0,0,0,0,0,0,0,0,19,33,
"Upper Burringbar",18,14,24,6,8,13,5,16,4,3,160,276,
"Upper Bylong",0,0,0,0,0,0,0,0,0,0,5,8,
"Upper Colo",3,9,4,4,0,0,0,4,0,0,32,58,
"Upper Coopers Creek",3,8,3,0,0,0,0,3,0,0,45,63,
"Upper Copmanhurst",6,3,5,9,4,0,0,5,0,0,58,86,
"Upper Corindi",10,8,4,10,9,3,4,9,0,0,95,155,
"Upper Crystal Creek",10,16,7,11,9,6,9,9,0,0,119,187,
"Upper Dartbrook",14,18,6,0,7,3,6,4,0,0,72,146,
"Upper Duck Creek",0,0,0,0,0,0,0,0,0,0,3,7,
"Upper Duroby",11,9,6,11,0,4,0,4,0,0,56,100,
"Upper Eden Creek",4,0,0,0,4,0,0,3,0,0,24,45,
"Upper Fine Flower",0,0,0,0,0,0,0,0,0,0,23,30,
"Upper Growee",0,0,0,0,0,0,0,0,0,0,4,11,
"Upper Horseshoe Creek",0,0,9,5,4,0,0,9,0,0,93,122,
"Upper Horton",39,8,0,5,4,0,0,8,0,0,107,170,
"Upper Kangaroo River",15,17,0,3,6,5,0,3,0,0,65,117,
"Upper Kangaroo Valley",0,0,0,0,0,0,0,0,0,0,0,0,
"Upper Karuah River",0,0,0,0,0,0,0,0,0,0,3,3,
"Upper Lansdowne",42,30,34,18,22,21,13,32,6,0,349,567,
"Upper Macdonald",3,0,7,0,4,0,0,0,0,0,17,28,
"Upper Main Arm",10,23,16,3,8,5,0,3,0,0,151,222,
"Upper Mangrove",0,0,0,0,0,0,0,0,0,0,0,0,
"Upper Manilla",23,11,0,3,0,4,7,7,0,0,62,122,
"Upper Mongogarie",4,0,0,0,0,0,0,0,0,0,15,21,
"Upper Myall",13,0,0,0,0,0,0,4,0,0,9,24,
"Upper Nile",4,0,0,0,0,0,0,0,0,0,7,8,
"Upper Orara",53,68,53,43,46,28,14,39,5,3,461,817,
"Upper Pappinbarra",6,3,0,0,4,4,0,4,0,0,43,61,
"Upper Rollands Plains",16,6,7,3,5,0,4,10,0,0,88,147,
"Upper Rouchel",17,9,3,0,0,0,8,10,0,0,34,68,
"Upper Taylors Arm",12,4,10,3,4,0,4,6,0,0,86,125,
"Upper Tooloom",7,0,0,0,3,0,0,3,0,0,28,46,
"Upper Turon",4,0,0,0,0,0,0,0,0,0,10,12,
"Upper Wilsons Creek",5,3,0,0,0,0,0,0,0,0,51,71,
"Upsalls Creek",10,8,6,7,5,0,5,3,0,0,74,118,
"Uralba",11,28,13,13,10,7,7,8,0,0,117,216,
"Uralla (NSW)",137,161,191,128,158,104,68,166,10,6,1616,2746,
"Urana",38,17,12,6,10,8,15,24,0,0,256,389,
"Urangeline",7,0,0,0,0,0,0,0,0,0,11,18,
"Urangeline East",10,0,0,0,0,0,0,0,0,0,11,20,
"Uranquinty",68,57,76,60,61,36,34,43,0,6,457,910,
"Urawilkie",11,0,0,0,0,0,0,0,0,0,8,15,
"Urbenville",16,12,4,6,4,0,11,14,0,0,239,319,
"Uriarra",4,0,0,0,0,0,0,0,0,0,14,30,
"Urila",15,9,8,5,9,5,3,4,5,0,79,138,
"Urliup",11,13,17,0,9,4,6,3,0,0,119,188,
"Urunga",111,202,157,125,119,96,89,161,9,4,1928,3001,
"Utungun",16,13,8,9,0,12,3,13,0,0,101,170,
"Vacy",51,48,60,20,50,26,37,36,0,0,307,632,
"Vale Of Clwydd",9,23,32,25,16,14,19,32,0,3,315,482,
"Valentine",353,709,321,276,394,273,97,160,12,6,2905,5513,
"Valery",8,16,4,13,3,0,4,9,3,0,76,140,
"Valla",53,58,82,52,40,36,19,54,3,0,530,937,
"Valla Beach",50,129,63,72,63,35,19,44,4,3,831,1311,
"Valley Heights",63,153,90,63,94,43,23,37,3,0,630,1213,
"Varroville",5,8,7,0,9,10,0,3,4,0,73,113,
"Vaucluse",1058,1516,212,332,540,367,55,99,81,20,5063,9333,
"Verges Creek",9,12,21,10,16,8,9,11,0,0,139,231,
"Verona",34,23,22,3,11,6,7,17,5,0,165,288,
"Villawood",87,176,236,165,201,131,192,216,29,16,4574,6033,
"Vincentia",199,355,221,165,148,114,30,75,10,11,1962,3291,
"Vineyard",73,58,86,37,88,43,46,51,4,0,671,1163,
"Violet Hill",0,0,0,0,0,0,0,0,0,0,0,0,
"Vittoria (NSW)",8,4,0,5,6,4,0,3,0,0,25,61,
"Voyager Point",125,250,106,93,159,72,30,48,12,0,752,1666,
"Wadalba",149,202,188,159,183,152,81,154,17,6,1540,2832,
"Wadbilliga",0,0,0,0,0,0,0,0,0,0,0,0,
"Wadeville",0,10,3,17,3,5,3,9,0,0,130,170,
"Wagga Wagga",415,989,487,428,393,357,134,336,21,18,3516,7102,
"Wagstaffe",16,27,16,9,10,8,0,7,3,0,134,224,
"Wahroonga",1476,3163,457,664,1154,544,116,266,94,40,9388,17364,
"Waitara",325,1182,249,257,383,200,79,152,31,16,3072,5939,
"Waitui",0,16,7,4,5,0,0,0,0,0,69,109,
"Wakefield",7,13,10,11,5,11,7,7,0,0,72,140,
