Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by LANP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LANP - 1 Digit Level","Northern European Languages","Southern European Languages","Eastern European Languages","Southwest and Central Asian Languages","Southern Asian Languages","Southeast Asian Languages","Eastern Asian Languages","Australian Indigenous Languages","Other Languages","Supplementary codes","Not stated","Total",
"Murray Gorge",0,0,0,0,0,0,0,0,0,0,0,0,
"Murrays Beach",594,9,6,0,5,0,4,0,0,0,13,637,
"Murrays Run",140,6,0,0,0,0,0,0,0,0,4,153,
"Murrengenburg",0,0,0,0,0,0,0,0,0,0,0,0,
"Murrin Bridge",70,0,0,0,0,0,0,6,0,0,6,83,
"Murringo",343,0,5,0,0,0,0,0,0,0,16,365,
"Murrulebale",37,0,0,0,0,0,0,0,0,0,9,45,
"Murrumbateman",2959,36,31,5,3,11,22,0,0,3,151,3216,
"Murrumbo",11,0,0,0,0,0,0,0,0,0,0,11,
"Murrumbucca",77,0,0,0,0,0,0,0,0,0,3,87,
"Murrumburrah",99,0,0,0,0,0,0,0,0,0,9,111,
"Murrurundi",877,0,0,13,21,4,3,0,0,0,119,1037,
"Murulla",7,0,0,0,0,0,0,0,0,0,0,10,
"Murwillumbah",6303,57,13,7,109,30,37,7,6,6,460,7031,
"Muscle Creek",296,3,0,0,0,0,0,0,0,0,19,318,
"Muswellbrook",10617,42,27,18,115,112,70,3,59,17,1004,12072,
"Mutawintji",27,0,0,0,0,0,0,0,0,0,0,31,
"Muttama",107,0,0,0,0,0,6,0,0,0,23,132,
"Myall Creek",36,0,0,0,0,0,0,0,0,0,0,36,
"Myall Lake",0,0,0,0,0,0,0,0,0,0,0,0,
"Myall Park (NSW)",148,4,0,0,0,5,0,0,0,0,39,194,
"Myalla (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"Mylestom",327,0,0,0,0,0,0,0,0,0,12,345,
"Mylneford",70,4,0,0,0,0,0,0,0,0,6,75,
"Myocum",827,36,0,15,0,0,3,0,0,0,97,980,
"Myola (NSW)",80,0,0,0,0,0,0,0,0,0,26,109,
"Myrtle Creek (NSW)",80,0,0,0,0,0,0,0,0,0,5,84,
"Myrtle Mountain",44,0,0,0,0,0,0,0,0,0,5,51,
"Myrtle Park",41,0,0,0,0,0,0,0,0,0,8,51,
"Myrtleville",73,0,0,0,0,0,0,0,0,0,0,75,
"Mystery Bay",169,0,0,0,0,0,0,0,0,0,17,188,
"Myuna Bay",14,0,0,0,0,0,0,0,0,0,0,14,
"Nabiac",1175,4,3,0,0,0,0,0,0,0,67,1250,
"Nadgee",0,0,0,0,0,0,0,0,0,0,0,0,
"Nambucca Heads",5630,37,28,3,19,27,21,16,9,11,525,6323,
"Namoi River",54,0,0,0,0,0,0,0,0,0,0,54,
"Nana Glen",980,0,0,0,5,0,3,0,0,0,65,1055,
"Nangus",194,0,0,0,0,0,0,0,0,0,4,201,
"Nanima",155,3,0,0,0,0,0,0,0,0,5,166,
"Napier Lane",20,0,0,0,0,0,0,0,0,0,6,33,
"Napoleon Reef",134,0,0,4,0,0,0,0,0,0,9,148,
"Naradhan",71,0,0,0,0,0,0,0,0,0,9,79,
"Narara",7043,120,55,21,60,97,163,0,39,6,313,7933,
"Narellan",3219,90,18,28,22,23,24,0,21,4,163,3614,
"Narellan Vale",6357,179,73,78,66,73,49,0,58,9,261,7196,
"Naremburn",4339,172,117,147,106,100,533,0,6,12,346,5887,
"Narone Creek",19,0,0,0,0,0,0,0,0,0,7,27,
"Narooma",2312,24,10,7,10,12,7,0,5,0,232,2608,
"Narrabarba",12,0,0,0,0,0,0,0,0,0,0,12,
"Narrabeen",6925,322,130,21,37,52,83,0,12,8,624,8212,
"Narrabri",6722,16,6,11,46,36,23,3,10,0,733,7610,
"Narraburra",59,0,0,0,0,0,0,0,0,0,4,65,
"Narran Lake",0,0,0,0,0,0,0,0,0,0,0,0,
"Narrandera",3829,32,6,8,24,16,13,4,0,7,433,4374,
"Narrangullen",27,0,0,0,0,0,0,0,0,0,0,27,
"Narrawa",87,0,0,0,0,0,0,0,0,0,0,87,
"Narrawallee",1153,20,0,0,3,4,0,0,0,0,65,1245,
"Narraweena",4831,613,156,64,45,160,319,6,67,7,339,6608,
"Narromine",4236,0,8,0,13,5,12,0,0,0,407,4690,
"Narwee",1868,385,148,324,271,388,1802,0,117,20,293,5617,
"Nashdale",364,8,0,0,0,3,0,0,0,0,32,404,
"Nashua",217,4,0,0,0,0,0,0,0,0,15,238,
"Nattai",56,0,0,0,0,0,0,0,0,0,8,64,
"Naughtons Gap",69,0,0,0,0,0,0,0,0,0,3,72,
"Neath",430,5,0,0,0,0,0,0,0,0,59,495,
"Nebea",10,0,0,0,0,0,0,0,0,0,0,10,
"Neilrex",75,0,0,0,0,0,0,0,0,0,4,70,
"Nelligen",308,3,0,0,0,0,0,0,0,0,21,338,
"Nelson (Bega Valley - NSW)",6,0,0,0,0,0,0,0,0,0,0,6,
"Nelson (The Hills Shire - NSW)",384,27,8,11,0,0,0,0,0,0,20,448,
"Nelson Bay (NSW)",5175,111,54,21,10,42,45,0,24,11,326,5819,
"Nelsons Plains",334,0,0,0,0,0,0,0,0,0,30,364,
"Nelungaloo",52,0,0,0,0,0,0,0,0,0,5,49,
"Nemingha",638,0,0,0,0,0,0,0,0,0,29,668,
"Nericon",244,14,0,0,0,0,0,0,7,0,25,291,
"Neringla",19,0,0,0,0,0,0,0,0,0,0,20,
"Nerong",109,0,0,0,0,0,0,0,0,0,3,105,
"Nerriga",53,0,0,0,0,0,0,0,0,0,10,73,
"Nerrigundah",23,0,0,0,0,0,0,0,0,0,6,26,
"Nethercote",312,0,6,0,0,0,0,0,0,0,25,347,
"Neurea",111,0,0,0,0,0,0,0,0,0,19,128,
"Neutral Bay",7495,450,227,92,262,219,788,0,21,18,924,10483,
"Never Never",0,0,0,0,0,0,0,0,0,0,0,0,
"Nevertire",161,6,0,0,0,0,0,0,0,0,15,184,
"Neville",228,0,0,0,0,0,0,0,0,0,18,250,
"New Berrima",506,3,4,0,3,6,0,0,7,0,46,583,
"New Brighton",279,9,0,0,0,0,0,0,0,0,63,353,
"New Buildings",36,0,0,0,0,0,0,0,0,0,0,40,
"New Italy",158,0,0,0,0,0,0,0,0,0,28,185,
"New Lambton",8989,162,114,22,140,75,114,0,26,10,391,10047,
"New Lambton Heights",2241,43,15,3,27,5,30,0,3,0,82,2458,
"New Mexico",52,0,0,0,0,0,0,0,0,0,5,56,
"New Park",129,0,0,0,4,0,0,0,0,0,12,151,
"New Valley",30,0,0,0,0,0,0,0,0,0,3,35,
"Newbold",6,0,0,0,0,0,0,0,0,0,3,7,
"Newbridge (NSW)",162,0,0,0,0,3,0,0,0,0,20,184,
"Newcastle",2171,54,18,40,35,17,66,4,10,4,336,2757,
"Newcastle East",870,24,3,4,0,5,15,0,3,0,74,1007,
"Newcastle West",472,8,3,17,6,3,20,0,0,0,86,615,
"Newee Creek",334,0,7,0,0,3,0,0,0,0,46,396,
"Newington (NSW)",2492,204,75,138,348,289,1959,0,14,24,263,5800,
"Newnes",4,0,0,0,0,0,0,0,0,0,5,5,
"Newnes Plateau",0,0,0,0,0,0,0,0,0,0,0,0,
"Newport (NSW)",8442,207,99,28,47,59,78,0,7,9,328,9303,
"Newrybar",394,7,0,0,0,4,0,0,9,5,34,444,
"Newstead (NSW)",19,0,0,0,0,0,0,0,0,0,0,19,
"Newton Boyd",21,0,0,0,0,0,0,0,0,0,3,22,
"Newtown (NSW)",10972,834,216,140,155,436,793,0,52,36,1389,15025,
"Niagara Park",2487,22,18,4,7,18,36,0,9,6,129,2744,
"Niangala",114,0,0,0,0,0,0,0,0,0,6,119,
"Niemur",30,0,0,0,0,0,0,0,0,0,0,33,
"Nightcap",0,0,0,0,0,0,0,0,0,0,0,0,
"Nimbin",1207,17,0,0,3,3,13,0,5,5,222,1481,
"Nimmitabel",301,0,0,0,0,0,0,0,0,0,13,319,
"Nimmo",13,0,0,0,0,0,0,0,0,0,0,17,
"Nobbys Creek",246,3,0,0,0,0,3,0,4,0,11,271,
"Nombi",39,0,0,0,0,0,0,0,0,0,0,39,
"Noona",15,0,0,0,0,0,0,0,0,0,0,15,
"Noorong",16,0,0,0,0,0,0,0,0,0,0,14,
"Nooroo",50,0,0,0,0,0,0,0,0,0,4,51,
"Norah Head",1054,21,4,0,0,0,11,0,0,0,42,1131,
"Noraville",2637,22,11,5,0,13,7,0,3,0,208,2919,
"Nords Wharf",842,0,0,0,0,0,3,0,0,0,41,888,
"Normanhurst",3849,145,103,118,197,98,599,0,12,11,156,5290,
"North Albury",5077,31,23,15,188,59,35,4,13,13,601,6055,
"North Arm (NSW)",109,3,0,0,0,0,0,0,0,0,13,131,
"North Arm Cove",408,5,3,0,0,0,0,0,0,0,23,445,
"North Avoca",2038,28,0,3,5,4,4,0,0,5,113,2195,
"North Balgowlah",3314,116,22,18,0,18,70,0,0,5,99,3664,
"North Batemans Bay",495,9,6,0,12,0,0,0,4,0,38,562,
"North Boambee Valley",1639,20,5,14,44,20,10,3,19,4,213,2000,
"North Bondi",7063,646,277,202,23,42,115,0,12,18,763,9167,
"North Bourke",226,0,0,0,3,0,0,0,0,0,62,289,
"North Brother",0,0,0,0,0,0,0,0,0,0,0,0,
"North Casino",895,4,6,0,5,0,0,0,3,0,35,941,
"North Curl Curl",3539,135,56,18,9,26,68,0,16,6,239,4113,
"North Dorrigo",174,0,0,0,0,0,0,0,0,0,18,189,
"North Epping",3155,112,53,63,211,61,739,0,0,13,117,4526,
"North Gosford",3041,42,51,14,88,64,111,0,24,15,242,3698,
"North Haven (NSW)",1480,7,0,0,10,9,12,0,0,0,155,1668,
"North Lambton",2600,52,60,34,70,84,223,0,58,4,124,3311,
"North Lismore",657,22,0,0,0,10,0,0,8,0,65,772,
"North Macksville",543,0,0,0,0,3,0,0,6,0,47,599,
"North Macquarie",16,10,0,0,0,0,0,0,0,0,0,25,
"North Manly",2546,210,33,22,18,27,69,0,31,14,115,3089,
"North Narooma",560,10,6,0,0,0,0,0,4,0,41,624,
"North Narrabeen",5102,183,93,23,26,55,48,0,9,6,312,5854,
"North Nowra",5212,48,20,10,55,39,43,0,15,9,361,5796,
"North Parramatta",5910,457,285,1512,1586,469,1617,0,211,53,1161,13246,
"North Richmond",4525,99,34,24,8,33,37,0,15,6,202,4979,
"North Rocks",4989,200,103,282,347,149,1653,0,16,27,197,7964,
"North Rothbury",825,9,3,0,0,0,0,0,0,0,65,901,
"North Ryde",6274,471,207,818,412,463,1809,0,19,39,345,10857,
"North Shore (NSW)",323,3,0,0,0,0,0,0,0,0,41,369,
"North St Marys",2873,88,80,84,89,152,38,0,188,3,334,3922,
"North Star",202,7,0,0,0,0,0,0,0,0,22,232,
"North Strathfield",1968,310,83,68,418,212,1314,0,12,22,362,4767,
"North Sydney",4985,372,159,113,378,203,776,0,13,19,688,7705,
"North Tamworth",4313,20,0,12,134,92,53,3,16,0,487,5141,
"North Tumbulgum",238,3,0,0,0,0,0,0,0,0,10,255,
"North Turramurra",3404,64,41,39,41,24,233,0,0,0,412,4257,
"North Wagga Wagga",623,0,0,8,0,5,0,0,0,0,79,716,
"North Wahroonga",1542,44,29,55,63,21,201,0,6,5,37,1996,
"North Willoughby",2716,196,105,184,54,130,593,0,5,9,177,4172,
"North Wollongong",1788,126,66,103,90,61,163,0,7,6,193,2607,
"North Woodburn",84,0,0,0,0,0,0,0,0,0,8,83,
"North Yalgogrin",57,0,0,5,0,0,0,0,0,0,26,85,
"North Yeoval",67,0,0,0,0,0,0,0,0,0,8,79,
"Northangera",39,0,0,0,0,0,0,0,0,0,3,42,
"Northbridge (NSW)",5023,208,76,92,58,46,599,0,0,5,239,6348,
"Northmead",7114,368,227,812,817,324,934,0,136,43,446,11218,
"Northwood (NSW)",801,29,12,0,8,9,49,0,0,0,80,981,
"Norway",56,0,0,0,0,0,0,0,0,0,3,61,
"Nowendoc",132,0,0,0,0,0,0,0,0,0,14,147,
"Nowley",50,0,0,0,0,0,0,0,0,0,14,68,
"Nowra",7863,62,44,25,51,103,84,7,20,0,924,9193,
"Nowra Hill",1245,14,7,0,0,0,7,0,0,0,816,2095,
"Nubba",74,0,0,0,0,0,0,0,0,0,0,78,
"Nulkaba",646,0,7,0,3,0,0,0,0,0,42,696,
"Nullamanna",156,0,0,0,0,0,0,0,0,0,4,162,
"Nullica",10,0,0,0,0,0,0,0,0,0,0,10,
"Nullo Mountain",26,0,0,0,0,0,0,0,0,0,6,32,
"Numbaa",106,0,0,0,0,0,0,0,0,0,4,117,
"Number One",18,0,0,0,0,0,0,0,0,0,7,21,
"Numbla Vale",35,0,0,0,0,0,0,0,0,0,0,35,
"Numbugga",108,0,0,0,0,0,0,0,0,0,8,121,
"Numeralla",217,0,0,0,0,0,0,0,0,0,40,259,
"Numinbah",104,0,0,0,0,0,0,0,0,0,25,130,
"Numulgi",178,0,0,0,0,4,0,0,0,0,25,207,
"Nunderi",608,10,0,0,0,0,0,0,0,0,38,654,
"Nundle",442,0,0,0,0,0,0,0,0,0,55,498,
"Nungatta",0,0,0,0,0,0,0,0,0,0,0,0,
"Nungatta South",0,0,0,0,0,0,0,0,0,0,0,0,
"Nurenmerenmong",5,0,0,0,0,0,0,0,0,0,0,10,
"Nymagee",96,0,0,0,0,0,0,0,0,0,9,103,
"Nymboida",275,0,0,0,0,0,6,0,0,0,25,301,
"Nyngan",1902,4,0,0,23,7,7,0,7,0,200,2159,
"Nyora (NSW)",7,0,0,0,0,0,0,0,0,0,10,18,
"Nyrang Creek",16,0,0,0,0,0,0,0,0,0,3,24,
"O'Connell (NSW)",519,0,0,0,0,0,0,0,0,0,44,568,
"Oak Flats",5653,135,140,44,44,55,28,4,10,7,296,6410,
"Oakdale (NSW)",1653,49,15,8,0,14,3,4,0,0,97,1842,
"Oakey Park",296,3,0,0,0,0,0,0,0,0,19,327,
"Oakhampton",165,0,0,0,0,0,0,0,0,0,24,187,
"Oakhampton Heights",119,0,0,0,0,0,0,0,0,0,0,129,
"Oakhurst (NSW)",3630,184,108,423,808,1003,66,3,355,21,351,6958,
"Oaklands",328,0,0,0,0,0,5,0,6,0,11,351,
"Oakville",1700,125,20,25,9,9,21,0,0,4,42,1966,
"Oakwood (NSW)",153,0,0,0,0,0,0,0,0,0,12,168,
"Oallen",102,0,0,0,0,0,0,0,0,0,33,144,
"Oatlands (NSW)",3058,142,103,580,252,111,1157,0,30,16,220,5659,
"Oatley",7607,563,388,142,73,184,1154,0,16,31,337,10486,
"Oban",11,0,0,0,0,0,0,0,0,0,0,11,
"Obanvale",14,0,0,0,0,0,0,0,0,0,3,14,
"Oberne Creek",37,0,0,0,0,0,0,0,0,0,6,47,
"Oberon",2799,24,42,3,12,7,11,0,11,9,333,3254,
"Obley",90,0,0,0,0,0,0,0,0,0,4,95,
"Ocean Shores",4466,113,14,57,12,39,25,0,3,9,401,5136,
"Ogunbil",140,0,0,0,0,0,0,0,0,0,8,151,
"Old Adaminaby",32,0,0,0,0,0,0,0,0,0,0,36,
"Old Bar",4025,20,17,6,22,22,13,0,0,0,271,4391,
"Old Bonalbo",73,0,0,0,0,0,0,0,0,0,3,72,
"Old Erowal Bay",938,23,0,0,3,7,4,5,0,0,62,1039,
"Old Grevillia",44,0,0,0,0,0,0,0,0,0,3,45,
"Old Guildford",699,48,21,1363,62,153,118,0,48,7,135,2663,
"Old Junee",251,0,0,0,0,0,0,0,0,0,14,267,
"Old Mill",15,0,0,0,0,0,0,0,0,0,0,15,
"Old Station",26,0,0,0,0,0,0,0,0,0,0,27,
"Old Toongabbie",2248,97,33,124,283,68,171,0,14,8,82,3128,
"Olinda (NSW)",16,0,0,0,0,0,0,0,0,0,0,22,
"Olney",0,0,0,0,0,0,0,0,0,0,0,0,
"Omadale",8,0,0,0,0,0,0,0,0,0,0,8,
"One Mile (NSW)",380,3,0,0,0,0,0,0,3,3,23,409,
"One Tree",11,0,0,0,0,0,0,0,0,0,6,14,
"Oolong",58,0,0,0,0,0,0,0,0,0,0,58,
"Ooma",32,0,0,0,0,0,0,0,0,0,0,32,
"Ootha",72,0,0,0,0,0,0,0,0,0,5,81,
"Ophir",112,0,0,0,0,0,0,0,0,0,21,123,
"Oran Park",3214,284,152,219,253,111,101,0,55,10,368,4766,
"Orange",33489,283,210,149,651,268,319,14,229,75,2411,38098,
"Orange Grove (NSW)",23,0,0,0,0,0,0,0,0,0,14,36,
"Orangeville",1146,26,8,4,0,4,0,0,0,0,59,1249,
"Orchard Hills",1344,203,34,121,48,9,21,0,10,0,89,1879,
"Orient Point",540,4,8,0,0,4,5,0,0,0,55,609,
"Orton Park",21,0,0,0,0,0,0,0,0,0,11,24,
"Osborne (NSW)",26,0,0,0,0,0,0,0,0,0,4,30,
"Osterley (NSW)",116,0,0,0,0,0,0,0,0,0,4,119,
"Oswald",82,0,0,0,0,0,0,0,0,0,4,92,
"Otford",322,16,0,0,3,4,10,0,0,0,14,368,
"Oura",186,3,0,5,0,0,0,0,0,0,22,213,
"Ourimbah",3601,46,32,8,14,38,41,0,24,4,143,3949,
"Ournie",31,0,0,0,0,0,0,0,0,0,4,34,
"Owens Gap",53,0,0,0,0,0,0,0,0,0,3,60,
"Oxford Falls",102,5,0,0,0,0,12,0,0,0,28,135,
"Oxley (Balranald - NSW)",28,0,0,0,0,0,0,0,0,0,4,31,
"Oxley (Warren - NSW)",6,0,0,0,0,0,0,0,0,0,0,6,
"Oxley Island",290,0,0,0,0,0,0,0,0,0,31,325,
"Oxley Park",1927,115,57,146,184,160,38,0,200,4,281,3110,
"Oxley Vale",3290,11,3,13,41,48,23,6,16,6,290,3744,
"Oyster Bay",4894,135,102,27,18,30,140,0,8,4,140,5488,
"Oyster Cove (NSW)",82,0,0,0,0,0,0,0,0,0,0,79,
"Packsaddle",70,0,3,0,0,0,0,0,0,0,16,86,
"Paddington (NSW)",10224,716,207,68,44,127,231,0,16,17,1254,12909,
"Paddys Flat (Kyogle - NSW)",11,0,0,0,0,0,0,0,0,0,0,11,
"Paddys Flat (Snowy Monaro Regional - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"Paddys River (Snowy Valleys - NSW)",16,0,0,0,0,0,0,0,0,0,5,21,
"Paddys River (Wingecarribee - NSW)",32,0,0,0,0,0,0,0,0,0,0,35,
"Padstow",6715,863,428,1004,531,965,1992,0,151,38,621,13307,
"Padstow Heights",2609,283,141,124,23,64,139,0,15,9,131,3539,
"Pagans Flat",4,0,0,0,0,0,0,0,0,0,0,4,
"Pages Creek",4,0,0,0,0,0,0,0,0,0,0,4,
"Pages River",0,0,0,0,0,0,0,0,0,0,0,0,
"Pagewood",2339,521,133,115,74,137,262,0,25,9,187,3802,
"Palarang",49,0,0,0,0,0,0,0,0,0,9,54,
"Palerang",0,0,0,0,0,0,0,0,0,0,0,0,
"Paling Yards (Bathurst Regional - NSW)",21,0,0,0,0,0,0,0,0,0,0,22,
"Paling Yards (Oberon - NSW)",11,0,0,0,0,0,0,0,0,0,0,13,
"Pallal",82,0,0,0,0,0,0,0,0,0,4,83,
"Pallamallawa",383,0,0,0,0,0,0,0,0,0,64,447,
"Palm Beach (NSW)",1426,25,13,7,0,7,13,0,0,0,100,1589,
"Palm Grove (NSW)",88,0,0,0,0,0,0,0,0,0,17,110,
"Palmdale (NSW)",86,0,0,0,0,0,0,0,0,0,11,98,
"Palmers Channel",113,0,0,0,0,0,0,0,0,0,7,120,
"Palmers Island",421,4,0,0,0,0,4,0,0,0,33,463,
"Palmers Oaky",29,0,0,0,0,0,0,0,0,0,3,35,
"Palmvale",73,0,0,0,4,0,0,0,0,0,6,83,
"Palmwoods (NSW)",79,0,0,0,0,0,0,0,0,0,23,106,
"Pambula",888,5,5,0,0,10,0,0,0,0,68,972,
"Pambula Beach",603,4,0,0,0,0,0,0,0,0,40,655,
"Pampoolah",342,9,0,0,0,0,0,0,0,0,48,397,
"Pan Ban",22,0,0,0,0,0,0,0,0,0,3,27,
"Panania",7857,743,343,888,361,703,892,3,115,40,483,12419,
"Pangee",6,0,0,0,0,0,0,0,0,0,0,10,
"Panuara",69,0,0,0,0,0,0,0,0,0,0,69,
"Pappinbarra",72,0,0,0,0,0,0,0,0,0,8,79,
"Para",0,0,0,0,0,0,0,0,0,0,0,0,
"Paradise (NSW)",16,0,0,0,0,0,0,0,0,0,0,17,
"Paringi",15,0,0,0,0,0,0,0,0,0,0,17,
"Parkes (NSW)",10163,21,23,34,41,97,62,14,14,3,933,11404,
"Parkesbourne",161,0,0,0,0,0,0,0,0,0,11,168,
"Parklea",1020,58,41,163,705,204,119,0,25,17,1116,3471,
"Parkville (NSW)",283,0,0,0,0,0,0,0,0,0,20,297,
"Parma",163,3,6,0,0,0,0,0,0,0,3,173,
"Parramatta",6120,517,371,1669,8842,979,4829,4,170,174,2112,25799,
"Parraweena",40,0,0,0,0,0,0,0,0,0,0,39,
"Patchs Beach",46,0,0,0,0,0,0,0,0,0,23,63,
"Paterson (NSW)",817,0,0,0,0,0,0,0,0,0,67,886,
"Patonga",179,3,0,0,0,0,0,0,0,0,11,204,
"Paupong",15,0,0,0,0,0,0,0,0,0,0,15,
"Paxton",858,3,0,0,0,3,0,0,0,0,76,941,
"Paynes Crossing",62,0,0,0,0,0,0,0,0,0,53,117,
"Paytens Bridge",87,0,0,0,0,0,0,0,0,0,15,103,
"Peacock Creek",23,0,0,0,0,0,0,0,0,0,3,27,
"Peak Hill (NSW)",979,0,5,8,4,0,7,0,0,0,109,1105,
"Peak View",34,0,0,0,0,0,0,0,0,0,13,50,
"Peakhurst",6363,794,478,604,216,247,1364,4,92,24,362,10540,
"Peakhurst Heights",1742,212,79,85,9,20,109,0,4,9,72,2333,
"Pearces Creek",169,4,0,0,0,0,0,0,0,0,10,181,
"Pearl Beach",467,9,9,0,0,3,0,0,0,0,44,538,
"Peats Ridge",304,18,0,0,3,0,0,0,0,0,49,375,
"Pebbly Beach",0,0,0,0,0,0,0,0,0,0,0,0,
"Peel",264,0,0,0,0,0,0,0,0,0,28,293,
"Peelwood",36,0,0,0,0,0,0,0,0,0,0,38,
"Pejar",42,0,0,0,0,0,0,0,0,0,9,53,
"Pelaw Main",960,5,0,0,0,18,0,0,0,0,33,1017,
"Pelican (NSW)",834,8,0,0,0,0,0,0,0,0,37,879,
"Pelton",86,0,0,0,0,0,0,0,0,0,0,86,
"Pembrooke",117,0,0,0,0,0,0,0,0,0,10,130,
"Pemulwuy",2309,186,116,521,943,298,319,0,64,26,226,5015,
"Pendle Hill",2515,219,67,405,2981,192,318,0,67,29,466,7247,
"Pennant Hills",4782,107,126,208,477,131,1214,0,3,15,218,7286,
"Penrith",10132,266,216,226,591,351,338,6,142,46,980,13295,
"Penrose",231,4,0,0,0,0,3,0,0,0,14,248,
"Penshurst (NSW)",5437,843,559,421,1361,535,2901,0,98,53,583,12790,
"Pericoe",8,0,0,0,0,0,0,0,0,0,0,10,
"Perrys Crossing",0,0,0,0,0,0,0,0,0,0,0,0,
"Perthville",573,0,0,0,0,8,0,0,0,0,46,624,
"Petersham",5704,819,132,106,95,215,263,6,56,22,688,8115,
"Pheasants Nest",593,26,6,3,8,5,4,0,0,0,53,691,
"Phegans Bay",381,13,7,0,0,4,4,0,0,0,25,435,
"Phillip Bay",533,52,22,3,16,8,29,0,0,0,38,708,
"Phoenix Park",79,0,0,0,0,0,0,0,0,0,8,99,
"Piallamore",253,0,0,0,0,0,0,0,0,0,8,260,
"Piallaway",115,0,0,0,0,0,0,0,0,0,19,132,
"Piambong",138,0,0,0,0,0,0,0,0,0,12,156,
"Picketts Valley",214,0,0,0,0,0,0,0,0,0,7,217,
"Picnic Point",4515,389,180,328,72,127,231,0,23,16,280,6161,
"Picton (NSW)",4372,51,40,18,12,16,24,0,9,11,262,4815,
"Pigeonbah",7,0,0,0,0,0,0,0,0,0,0,7,
"Piggabeen",302,3,0,0,0,0,0,0,0,0,16,320,
"Pikapene",4,0,0,0,0,0,0,0,0,0,0,4,
"Pillar Valley",278,3,0,0,0,0,0,0,0,0,30,316,
"Pilliga",181,0,0,0,0,0,0,0,0,0,33,215,
"Pilot Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Pimlico (NSW)",266,0,0,0,0,0,0,0,6,0,30,298,
"Pimlico Island",0,0,0,0,0,0,0,0,0,0,0,0,
"Pinbeyan",0,0,0,0,0,0,0,0,0,0,0,0,
"Pindaroi",33,0,0,0,0,0,0,0,0,0,6,38,
"Pindimar",300,0,4,0,0,6,3,0,0,0,28,339,
"Pine Camp",11,0,0,0,0,0,0,0,0,0,9,19,
"Pine Clump",4,0,0,0,0,0,0,0,0,0,0,6,
"Pine Grove (NSW)",10,0,0,0,0,0,0,0,0,0,0,10,
"Pine Lodge (NSW)",57,0,0,0,0,0,0,0,0,0,6,64,
"Pine Ridge",107,0,0,0,0,0,0,0,0,0,13,121,
"Pine Valley",33,0,0,0,0,0,0,0,0,0,3,34,
"Piney Range",51,0,0,0,0,0,0,0,0,0,16,73,
"Pinkett",43,0,0,0,0,0,0,0,0,0,12,62,
"Pinnacle (NSW)",39,0,0,0,0,0,0,0,0,0,0,39,
"Pinnacle Swamp",26,0,0,0,0,0,0,0,0,0,3,34,
"Pinny Beach",0,0,0,0,0,0,0,0,0,0,0,0,
"Piora",82,0,0,0,0,0,0,0,0,0,4,87,
"Pipeclay",57,0,0,0,0,0,0,0,0,0,10,65,
"Pitnacree",41,0,0,0,0,0,0,0,0,0,0,45,
"Pitt Town",2788,47,25,14,4,19,16,0,0,0,121,3033,
"Pitt Town Bottoms",57,3,0,0,0,0,12,0,0,0,25,107,
"Pleasant Hills",116,0,0,0,0,0,0,0,0,0,12,130,
"Pleasure Point",364,37,41,30,38,0,4,0,9,0,9,527,
"Plumpton (NSW)",4122,245,112,528,1638,1675,96,0,371,26,405,9202,
"Point Clare",3363,56,23,16,26,45,67,0,5,5,129,3731,
"Point Frederick",1542,34,16,16,48,31,56,0,6,8,178,1927,
"Point Piper",1029,72,35,12,0,15,112,0,0,3,143,1418,
"Point Wolstoncroft",0,0,0,0,0,0,0,0,0,0,0,0,
"Pointer Mountain",9,0,0,0,0,0,0,0,0,0,0,9,
"Pokolbin",788,11,4,4,0,10,6,0,0,0,139,958,
"Pola Creek",60,0,0,0,0,0,0,0,0,0,0,63,
"Polo Flat",27,0,0,0,0,0,0,0,0,0,3,26,
"Pomeroy",105,0,0,0,0,0,0,0,0,0,11,115,
"Pomona (NSW)",134,0,0,0,0,0,0,0,0,0,24,159,
"Ponto",42,0,0,0,0,0,0,0,0,0,0,51,
"Pooncarie",124,0,0,0,0,5,0,0,0,0,32,163,
"Port Botany",0,0,0,0,0,0,0,0,0,0,0,0,
"Port Hacking",967,52,9,9,0,0,14,0,0,0,40,1091,
"Port Kembla",3342,415,805,29,9,45,31,0,37,3,290,5008,
"Port Macquarie",40701,389,156,86,215,234,268,13,63,51,2656,44829,
"Port Stephens",0,0,0,0,0,0,0,0,0,0,0,0,
"Porters Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Porters Retreat",47,3,0,0,0,0,0,0,0,0,6,56,
"Portland (NSW)",2094,7,22,0,3,6,4,0,5,0,281,2426,
"Possum Brush",141,0,0,0,0,0,0,0,0,0,4,150,
"Possum Creek",227,8,4,5,0,0,5,0,0,0,36,285,
"Potato Point",116,4,0,0,0,0,0,0,0,0,18,136,
"Pottery Estate",120,0,0,0,0,0,0,0,0,0,16,133,
"Potts Hill",180,28,16,84,107,135,248,0,4,4,83,890,
"Potts Point",5219,516,129,64,84,220,219,0,27,10,2938,9425,
"Pottsville",6252,45,17,4,22,26,28,5,12,8,282,6701,
