Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"Kellidie Bay",0,0,3,0,3,5,0,4,0,0,3,16,
"Kelly",0,0,5,13,14,16,0,0,3,11,19,76,
"Kensington (SA)",146,52,403,149,123,423,0,69,44,130,233,1768,
"Kensington Gardens",202,75,593,180,157,611,0,104,58,124,359,2457,
"Kensington Park",217,75,580,199,145,600,0,109,54,103,443,2527,
"Kent Town",128,30,247,92,93,335,0,72,29,87,104,1211,
"Kenton Valley",10,0,30,23,47,75,0,11,9,19,37,256,
"Kepa",0,0,0,0,12,19,0,3,3,0,18,65,
"Keppoch",0,3,7,3,4,24,0,0,0,0,17,63,
"Kersbrook",24,18,97,108,220,300,0,53,25,69,180,1092,
"Keswick",38,16,138,65,82,197,0,30,24,55,103,745,
"Keswick Terminal",0,0,0,0,0,0,0,0,0,0,0,0,
"Keyneton",5,5,24,24,60,84,0,16,5,33,58,306,
"Ki Ki",0,0,4,0,3,16,0,10,0,3,3,45,
"Kiana",0,0,0,0,0,7,0,0,0,6,9,27,
"Kidman Park",84,50,425,234,417,1080,0,348,91,206,436,3375,
"Kielpa",0,0,3,5,6,21,0,0,0,7,19,60,
"Kilburn",159,33,507,285,456,1459,9,601,398,574,944,5429,
"Kilkenny",40,20,195,94,181,471,0,201,69,135,253,1667,
"Kimba",3,3,31,34,89,186,0,94,10,59,110,625,
"Kingoonya",0,0,0,0,0,5,0,0,0,6,0,10,
"Kings Park (SA)",35,18,116,48,34,151,0,29,11,27,75,547,
"Kingscote",31,22,126,105,265,577,3,170,42,220,270,1824,
"Kingsford (SA)",0,0,7,0,9,8,0,9,0,0,10,43,
"Kingston On Murray",0,0,12,28,58,99,0,33,10,27,60,320,
"Kingston Park",31,18,97,39,73,142,0,9,13,42,61,521,
"Kingston Se",9,15,62,60,213,444,0,187,41,158,210,1391,
"Kingswood (SA)",186,84,534,169,152,482,0,105,53,140,414,2315,
"Klemzig",390,118,1055,452,602,1471,0,405,196,491,923,6103,
"Kohinoor",0,0,0,3,10,10,0,0,5,7,17,55,
"Kokatha",0,0,0,0,0,3,0,0,0,0,0,3,
"Kolendo",0,0,0,0,0,0,0,0,0,0,0,0,
"Kongal",0,0,0,0,3,7,0,0,0,0,8,17,
"Kongorong",4,0,4,8,36,72,0,14,7,12,43,195,
"Koolgera",0,0,0,0,0,0,0,0,0,0,0,0,
"Koolunga",0,0,12,9,39,66,0,12,4,12,44,197,
"Koolywurtie",3,0,5,0,13,37,0,4,0,8,34,106,
"Koongawa",0,0,0,4,8,25,0,0,0,8,13,49,
"Koonibba",0,0,0,0,13,17,0,14,0,44,59,143,
"Koonoona",0,0,0,0,0,0,0,0,0,0,0,9,
"Koonunga",5,0,5,0,6,13,0,0,0,0,14,55,
"Koorine",0,0,4,3,10,9,0,4,0,3,14,51,
"Kooroona",0,0,0,0,3,10,0,0,0,0,0,10,
"Koppamurra",0,0,9,6,9,22,0,0,3,3,14,56,
"Koppio",0,3,4,3,0,26,0,6,0,7,4,63,
"Korunye",0,0,23,12,38,74,0,19,4,24,33,223,
"Kringin",0,0,0,0,0,0,0,0,0,0,0,0,
"Krondorf",6,3,10,3,5,12,0,5,0,6,16,71,
"Krongart",0,0,0,0,0,0,0,0,0,0,0,4,
"Kudla",5,0,25,23,77,150,0,70,15,73,81,513,
"Kuitpo",11,7,23,24,22,47,0,12,13,15,28,194,
"Kuitpo Colony",0,0,0,0,5,4,0,3,0,0,3,20,
"Kulpara",0,0,0,7,6,16,0,3,0,3,14,59,
"Kurralta Park",219,51,491,236,283,760,0,125,56,135,466,2820,
"Kyancutta",0,0,3,8,12,26,0,9,0,6,13,76,
"Kybunga",0,0,4,6,11,19,0,0,5,0,13,65,
"Kybybolite",0,0,3,4,18,32,0,8,0,0,27,109,
"Kyeema",0,0,0,0,12,4,0,0,0,0,4,30,
"Laffer",0,3,4,4,3,14,0,0,0,5,16,44,
"Lake Albert (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Alexandrina",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Carlet",0,0,0,0,0,3,0,0,0,4,0,9,
"Lake Everard",0,0,0,0,0,4,0,0,0,0,4,4,
"Lake Eyre",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Frome",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Gairdner",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Gilles",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Macfarlane",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake Plains",0,0,6,8,9,21,0,3,0,10,10,59,
"Lake Torrens",0,0,0,0,0,0,0,0,0,0,0,0,
"Lake View",0,0,0,0,0,7,0,0,0,0,0,6,
"Lameroo",0,10,50,49,109,293,0,87,10,95,145,847,
"Langhorne Creek",9,8,33,30,51,144,0,28,14,32,76,427,
"Langs Landing",0,0,0,0,0,3,0,0,0,0,0,6,
"Largs Bay",120,109,454,300,596,1223,0,273,101,289,611,4078,
"Largs North",60,46,327,239,664,1093,4,316,99,233,568,3649,
"Laura (SA)",10,5,45,54,115,187,0,71,23,47,106,663,
"Laura Bay",0,0,5,0,4,6,0,6,0,0,0,16,
"Laurie Park",0,0,6,10,3,24,0,0,0,3,20,59,
"Leabrook",130,51,365,141,88,388,0,64,51,127,169,1572,
"Leasingham",5,0,12,10,23,43,0,11,0,3,17,119,
"Leawood Gardens",4,4,3,6,5,15,0,5,0,11,8,56,
"Leigh Creek (SA)",4,0,9,8,36,62,0,3,0,41,68,240,
"Leighton",0,0,5,5,9,11,0,0,0,0,15,48,
"Lenswood",11,5,69,42,73,152,0,20,5,29,80,482,
"Lewiston",26,22,118,189,572,1031,6,202,75,234,612,3083,
"Light Pass",0,0,24,20,27,65,0,28,3,12,49,232,
"Lincoln Gap",0,0,0,0,0,9,0,0,0,3,6,19,
"Lincoln National Park",0,0,0,0,0,3,0,0,0,0,0,5,
"Linden Park",178,55,392,179,116,396,0,61,62,200,376,2024,
"Lindley",0,0,0,0,0,0,0,0,0,0,0,7,
"Linwood",0,0,0,0,7,16,0,0,0,13,13,52,
"Lipson",0,0,8,11,33,63,0,30,3,16,40,211,
"Little Douglas",3,0,0,0,4,0,0,0,0,0,0,7,
"Littlehampton",90,54,354,243,472,761,0,129,93,146,705,3043,
"Lobethal",47,23,223,150,443,683,0,224,69,167,495,2525,
"Lochaber",3,0,3,8,13,26,0,5,5,4,27,96,
"Lochiel (SA)",0,0,15,7,14,39,0,12,0,10,19,111,
"Lock",0,5,12,10,33,99,0,25,3,32,53,276,
"Lockleys",207,109,863,458,693,1552,6,363,155,330,890,5629,
"Long Flat (SA)",0,0,8,8,15,19,0,3,0,10,9,82,
"Long Plains",0,0,3,0,13,19,0,4,0,4,24,66,
"Longwood (SA)",18,13,49,26,30,56,0,3,4,20,66,287,
"Lonsdale",0,0,0,0,7,4,0,4,0,0,4,24,
"Louth Bay",0,0,8,6,18,51,0,7,8,8,15,124,
"Loveday",6,0,32,31,111,208,0,53,19,47,122,629,
"Lowan Vale",0,5,0,0,4,11,0,0,0,10,6,38,
"Lowbank",0,0,4,5,8,6,0,5,0,3,8,28,
"Lower Broughton",0,0,3,0,5,15,0,11,0,0,9,49,
"Lower Hermitage",7,0,30,24,26,64,0,5,3,11,35,208,
"Lower Inman Valley",10,3,48,33,79,127,0,25,12,19,90,452,
"Lower Light",0,0,12,6,35,62,0,17,6,29,37,207,
"Lower Mitcham",172,78,485,151,184,485,0,74,53,78,393,2152,
"Loxton",31,42,277,262,694,1352,0,597,100,412,799,4567,
"Loxton North",3,12,41,64,132,244,0,66,22,62,158,799,
"Lucindale",5,0,36,36,82,177,3,61,16,41,98,559,
"Lucky Bay",0,0,0,0,0,5,0,9,0,11,0,26,
"Lyndhurst (SA)",0,0,0,0,4,6,0,6,0,8,0,24,
"Lyndoch",28,24,162,156,340,554,3,118,50,182,386,1999,
"Lynton",21,8,43,22,18,50,0,4,9,24,22,218,
"Lyrup",3,4,9,19,45,100,0,37,11,27,48,302,
"Maaoupe",0,4,5,0,9,44,0,7,0,3,21,86,
"Macclesfield (SA)",42,29,152,117,230,357,0,53,30,105,238,1351,
"Macdonald Park",0,0,23,40,83,178,0,46,15,53,83,532,
"Macgillivray",0,5,8,3,14,36,0,4,0,17,29,115,
"Magarey",0,0,0,0,0,3,0,0,0,0,0,14,
"Magdala",0,0,3,3,11,20,0,3,0,4,4,52,
"Maggea",0,0,0,0,4,9,0,0,0,0,0,9,
"Magill",613,250,1549,686,818,2215,0,513,237,497,1478,8855,
"Mahanewo",0,0,0,0,0,0,0,0,0,0,0,0,
"Maitland (SA)",4,9,78,69,194,416,0,142,16,102,225,1265,
"Makin",0,0,3,0,3,0,0,0,0,9,13,36,
"Malinong",0,0,7,0,5,16,0,0,0,0,10,39,
"Mallala",4,4,41,39,128,316,0,73,25,87,170,896,
"Malpas",0,4,0,0,0,11,0,0,4,3,0,23,
"Maltee",0,0,0,0,0,3,0,0,0,4,0,6,
"Malvern (SA)",216,86,625,179,160,618,0,114,55,100,424,2573,
"Mambray Creek",0,5,0,4,0,6,0,0,0,0,0,20,
"Mangalo",0,0,4,4,8,17,0,6,0,4,13,52,
"Manna Hill",0,0,0,0,0,0,0,0,0,0,0,3,
"Mannanarie",0,0,0,7,7,25,0,3,4,5,17,74,
"Manningham",76,41,197,105,151,355,0,62,29,40,262,1324,
"Mannum",21,20,98,140,444,825,0,313,71,356,369,2641,
"Manoora (SA)",0,0,11,11,21,48,0,10,0,19,21,151,
"Mansfield Park",100,25,413,203,391,1288,11,390,178,303,893,4191,
"Mantung",0,0,0,0,0,9,0,5,0,7,6,21,
"Marama",0,0,4,3,9,14,0,9,3,13,9,63,
"Marananga",0,3,15,12,19,19,0,4,4,0,20,102,
"Marble Hill",4,0,16,4,6,14,0,0,4,5,13,65,
"Marcollat",0,6,3,5,9,27,0,0,0,9,13,75,
"Marden",155,61,480,174,211,564,0,129,75,135,326,2315,
"Marino",149,54,367,254,293,468,0,64,69,122,349,2181,
"Marion",150,64,495,313,444,1180,0,363,107,282,512,3908,
"Marion Bay (SA)",0,0,8,12,32,44,0,17,8,29,32,171,
"Markaranka",0,0,6,0,5,3,0,0,0,5,7,26,
"Marks Landing",0,0,0,0,0,3,0,0,0,0,0,9,
"Marla",0,0,9,8,11,22,0,13,0,28,8,104,
"Marleston",86,19,292,121,189,465,0,143,54,232,232,1832,
"Marola",0,0,0,0,0,0,0,0,0,0,4,10,
"Marrabel",0,0,9,12,21,29,0,9,4,11,20,103,
"Marree",0,3,8,5,6,29,0,15,0,22,18,105,
"Marryatville",55,24,125,44,41,131,0,20,16,37,101,587,
"Maryvale (SA)",0,0,0,4,0,0,0,0,0,0,0,6,
"Maslin Beach",23,25,117,74,197,359,0,50,33,83,189,1151,
"Matta Flat",0,0,0,0,21,24,0,11,0,8,16,81,
"Maude (SA)",0,0,0,0,0,0,0,0,0,0,0,4,
"Mawson Lakes",908,219,2011,1088,1535,3454,11,413,321,701,2634,13298,
"Mayfield (SA)",0,0,0,0,0,4,0,0,0,0,0,3,
"Maylands (SA)",121,51,323,106,122,315,0,93,41,82,244,1500,
"McBean Pound",0,5,0,0,4,7,0,0,0,0,0,15,
"McCallum",0,0,3,3,4,9,0,0,0,0,6,24,
"McCracken",28,32,147,157,293,628,0,127,70,238,241,1958,
"McHarg Creek",0,0,8,4,7,7,0,0,0,10,7,52,
"McLaren Flat",19,15,151,126,269,407,0,60,33,70,390,1536,
"McLaren Vale",73,60,360,342,618,1116,0,255,124,367,522,3837,
"Meadows",31,23,129,97,235,390,0,82,38,84,254,1365,
"Medindie",99,28,273,69,53,285,0,48,33,75,218,1180,
"Medindie Gardens",26,11,60,28,32,80,0,12,0,16,69,339,
"Melrose (SA)",0,9,23,21,57,97,0,34,6,27,65,341,
"Melrose Park (SA)",97,38,311,177,295,543,0,142,48,144,420,2210,
"Melton (SA)",0,0,0,0,5,8,0,3,0,4,4,26,
"Melton Station",0,0,0,0,0,5,0,0,0,3,3,15,
"Meningie",7,10,38,70,171,351,0,152,22,118,187,1118,
"Meningie East",0,0,3,3,3,0,0,3,0,0,0,12,
"Meningie West",0,0,0,0,3,8,0,0,0,4,5,31,
"Menzies (SA)",0,0,8,3,13,35,0,13,5,3,12,93,
"Mercunda",0,0,0,0,3,3,0,0,0,0,0,10,
"Merghiny",0,0,0,0,0,8,0,5,0,0,8,19,
"Meribah",0,3,3,0,0,14,0,7,0,5,3,38,
"Merriton",0,0,3,3,6,16,0,0,0,0,12,50,
"Middle Beach",0,0,0,8,10,25,0,9,0,14,13,84,
"Middle River",0,0,0,0,0,0,0,0,0,7,3,15,
"Middleback Range",0,0,0,0,0,0,0,0,0,4,0,3,
"Middleton (SA)",22,35,117,91,201,337,0,47,32,78,189,1157,
"Midgee (SA)",0,0,0,0,0,5,0,0,0,8,3,17,
"Mil-Lel",0,7,27,18,66,87,0,22,6,25,99,363,
"Milang",7,8,55,62,177,247,3,73,25,105,131,881,
"Mile End",256,119,839,296,428,1179,3,303,165,268,580,4432,
"Mile End South",0,0,6,0,3,6,0,3,0,4,5,26,
"Milendella",0,0,9,4,3,20,0,7,0,4,16,56,
"Millbrook (SA)",6,0,10,11,25,32,0,4,3,10,9,106,
"Millicent",15,26,206,191,847,1691,6,574,111,558,875,5109,
"Millswood",164,97,471,176,142,465,0,66,50,96,413,2139,
"Miltalie",0,0,0,3,8,18,0,0,0,0,19,56,
"Mimili",0,0,12,6,4,60,0,15,4,88,58,245,
"Minbrie",0,0,0,0,9,9,0,0,0,0,11,33,
"Minburra",0,0,0,0,0,0,0,0,0,0,0,0,
"Mindarie (SA)",0,0,0,4,3,23,0,5,0,4,5,43,
"Mingary",0,0,9,0,19,15,0,10,9,13,11,75,
"Mingbool",0,0,8,5,20,47,0,7,0,17,28,138,
"Minlaton",4,11,53,59,166,331,0,133,25,142,173,1096,
"Minnipa",0,0,12,7,19,54,0,21,4,28,29,178,
"Mintaro",4,0,28,14,25,61,0,8,5,12,25,192,
"Minvalara",0,0,0,0,0,4,0,4,0,0,5,16,
"Miranda (SA)",0,0,5,0,9,10,0,4,0,5,0,41,
"Mitcham (SA)",145,39,406,144,130,429,0,91,34,128,273,1826,
"Mitchell (SA)",0,0,4,4,0,22,0,3,0,4,12,50,
"Mitchell Park (SA)",213,83,757,361,600,1568,8,453,171,437,805,5466,
"Mitchellville",0,0,0,0,9,6,0,0,0,4,9,35,
"Moana",40,23,245,200,492,793,0,106,73,194,477,2641,
"Mobilong",0,0,0,0,7,0,0,3,0,0,0,10,
"Moculta",0,3,14,11,39,56,0,23,4,21,47,227,
"Modbury",209,62,590,374,750,1606,4,392,141,288,819,5243,
"Modbury Heights",138,96,573,529,1179,2107,0,345,187,337,1218,6699,
"Modbury North",159,75,540,470,952,1665,6,285,137,286,1049,5619,
"Moerlong",0,0,0,0,4,7,0,3,0,0,4,24,
"Monarto",0,0,11,15,37,49,0,17,10,25,42,210,
"Monarto South",4,3,12,9,32,38,0,10,4,15,27,158,
"Monash (SA)",7,9,60,75,189,387,0,92,32,89,190,1125,
"Monbulla",0,0,12,9,10,43,0,15,7,3,29,124,
"Mongolata",0,0,0,0,0,0,0,0,0,0,0,0,
"Montacute",31,6,49,15,37,60,0,10,6,24,56,296,
"Montarra",0,0,6,4,5,10,0,5,0,0,3,23,
"Monteith",0,0,4,12,18,48,0,14,3,12,19,133,
"Moockra",0,0,0,0,0,3,0,0,0,0,5,12,
"Moody",0,0,0,3,0,11,0,0,0,3,7,26,
"Moonaree",0,0,0,0,0,0,0,0,0,0,0,0,
"Moonta",5,5,34,31,103,197,0,75,9,71,95,638,
"Moonta Bay",15,19,126,139,412,789,4,226,63,236,333,2344,
"Moonta Mines",0,0,3,21,36,74,0,26,0,18,38,222,
"Moorak",7,14,46,51,118,225,0,48,21,529,164,1225,
"Moorlands",0,0,0,4,4,17,0,12,3,11,12,58,
"Moorook",0,4,10,8,15,64,0,17,3,25,40,195,
"Moorook South",0,0,8,10,24,71,0,15,6,18,24,173,
"Moppa",0,0,9,4,15,22,0,9,0,5,18,80,
"Morchard",0,0,6,0,0,10,0,0,0,0,3,22,
"Morgan",0,4,20,12,91,171,4,60,17,59,44,488,
"Morn Hill",0,0,0,0,0,7,0,0,0,0,5,19,
"Morphett Vale",217,179,1265,1463,4382,7576,14,1602,647,1742,4055,23137,
"Morphetts Flat",0,0,0,0,0,0,0,0,0,0,0,0,
"Morphettville",92,51,358,206,407,890,7,358,119,280,440,3207,
"Mortana",0,0,0,0,4,7,0,0,0,0,8,17,
"Moseley",0,0,4,0,0,3,0,4,0,0,7,25,
"Mosquito Hill",4,0,11,14,26,31,0,7,4,6,19,122,
"Mount Barker (SA)",270,215,1317,1137,2133,3762,14,790,372,988,2849,13840,
"Mount Barker Junction",0,0,0,3,0,0,0,0,0,0,0,4,
"Mount Barker Springs",4,10,19,11,21,50,0,7,4,14,22,166,
"Mount Barker Summit",3,7,8,12,14,22,0,3,5,6,22,101,
"Mount Benson",0,0,11,9,21,21,0,11,9,11,20,117,
"Mount Bryan",0,0,9,9,21,35,5,7,0,12,18,113,
"Mount Bryan East",0,0,0,0,0,4,0,0,0,0,0,3,
"Mount Burr",0,0,8,5,39,112,0,69,9,37,66,356,
"Mount Charles",0,0,4,3,6,13,0,5,5,0,5,38,
"Mount Clarence Station",0,0,0,0,0,0,0,0,0,3,0,6,
"Mount Compass",11,10,90,120,272,415,0,69,51,109,314,1453,
"Mount Cooper (SA)",0,0,5,0,0,4,0,0,0,0,0,11,
"Mount Crawford",6,4,9,18,21,38,0,8,8,13,16,125,
"Mount Damper",0,0,0,0,6,19,0,5,0,6,10,43,
"Mount Drummond",0,0,3,0,0,0,0,0,0,0,8,11,
"Mount Dutton Bay",0,0,3,0,10,13,0,3,0,8,3,45,
"Mount Eba",5,0,6,9,56,40,0,0,3,59,6,191,
"Mount Gambier",257,224,1430,1216,4233,7771,38,2594,630,2099,5019,25513,
"Mount George (SA)",13,7,59,23,34,57,0,3,7,23,42,269,
"Mount Hope (SA)",0,0,0,3,8,11,0,0,4,0,15,44,
"Mount Jagged",0,0,13,17,32,37,0,7,0,19,30,159,
"Mount Joy",0,0,0,0,0,0,0,0,0,0,0,5,
"Mount Light",4,0,14,17,24,47,0,17,9,0,39,157,
"Mount Magnificent",4,0,8,6,11,6,0,0,5,4,10,61,
"Mount Mary",0,0,0,0,4,11,0,4,0,3,0,25,
"Mount Mcintyre",0,6,5,6,7,8,0,9,0,8,17,68,
"Mount Mckenzie",0,3,9,0,8,17,0,8,0,4,8,67,
"Mount Observation (SA)",0,0,0,0,0,0,0,0,0,3,4,9,
"Mount Osmond",41,14,89,49,24,86,0,8,8,12,55,380,
"Mount Pleasant (SA)",10,17,64,84,179,293,0,72,42,83,172,1023,
"Mount Schank",0,0,28,5,39,75,0,18,6,8,64,252,
"Mount Serle",0,0,0,0,3,8,0,6,0,6,5,26,
"Mount Templeton",0,0,0,0,3,14,0,5,0,9,6,32,
"Mount Torrens",12,14,77,54,110,197,0,46,18,47,138,712,
"Mount Wedge",0,0,0,5,5,5,0,0,0,0,0,14,
"Mount Willoughby",0,0,0,0,0,7,0,3,4,8,0,19,
"Moyhall",0,0,3,4,4,19,0,3,0,3,19,51,
"Mudamuckla",0,0,0,6,4,12,0,7,0,38,29,92,
"Mulgundawa",0,0,5,6,12,15,0,0,0,0,9,52,
"Mullaquana",4,3,14,15,52,74,0,13,6,24,46,253,
"Mundallio",0,0,0,0,0,0,0,0,0,0,0,0,
"Mundic Creek",4,0,0,8,6,10,0,6,0,5,4,36,
"Mundoo Island",0,0,0,0,0,0,0,0,0,0,0,7,
"Mundoora",0,3,0,0,20,54,0,13,3,11,22,129,
"Mundulla",6,5,26,30,62,163,0,41,6,29,71,433,
"Mundulla West",0,0,7,10,9,25,0,4,3,0,23,81,
"Mungeranie",0,0,0,0,12,15,0,0,0,22,13,63,
"Munno Para",42,20,165,193,567,1206,8,274,103,252,911,3738,
"Munno Para Downs",0,0,5,10,25,99,0,19,6,22,45,234,
"Munno Para West",36,22,231,325,1026,1759,6,272,114,312,1813,5912,
"Murbko",0,0,6,3,14,31,0,12,0,9,19,92,
"Murdinga",0,0,0,0,10,25,0,0,0,7,21,72,
"Murlong",0,0,0,0,0,6,0,0,0,0,14,25,
"Murninnie Beach",0,0,0,4,11,18,0,3,0,5,0,34,
"Murputja",3,0,0,0,0,14,0,8,0,0,10,55,
"Murrawong",0,0,0,0,4,9,0,0,0,0,0,20,
"Murray Bridge",103,88,596,641,2050,4697,22,1740,417,1678,2539,14560,
"Murray Bridge East",13,9,53,71,203,365,0,110,32,85,173,1116,
"Murray Bridge North",0,3,0,4,29,40,0,15,6,17,25,136,
"Murray Bridge South",0,0,12,8,33,55,0,17,3,15,42,197,
"Murray Town",0,0,3,4,9,19,0,5,3,4,12,60,
"Murtho",3,6,13,16,37,52,0,7,0,17,38,179,
"Muston",0,0,0,4,0,11,0,3,0,3,3,27,
"Mylor",81,38,207,75,127,220,0,40,18,87,204,1099,
"Mypolonga",0,4,22,34,85,153,0,43,8,38,92,476,
"Myponga",11,8,48,43,131,228,5,60,17,51,152,742,
"Myponga Beach",0,0,5,5,7,8,0,0,3,5,0,33,
"Myrtle Bank (SA)",221,99,610,226,164,664,0,137,87,282,395,2880,
"Nackara",0,0,3,0,0,0,0,0,0,3,0,8,
"Nadia",0,0,0,0,0,0,0,0,3,0,0,3,
"Naidia",0,0,0,0,0,0,0,0,0,0,0,0,
"Nailsworth",108,52,419,173,205,511,0,126,52,90,418,2148,
"Nain",0,0,0,0,0,13,0,0,0,0,4,27,
"Nairne",87,77,484,415,830,1409,0,195,117,291,1121,5045,
"Nalyappa",0,0,0,0,3,8,0,3,0,0,6,18,
"Nangkita",4,0,20,8,38,48,0,8,8,36,35,204,
"Nangwarry",5,3,14,15,54,171,0,67,10,64,123,523,
"Nantawarra",0,0,4,3,11,27,0,3,3,3,19,63,
"Napperby",3,11,33,34,128,175,0,56,17,55,145,664,
"Naracoorte",35,49,380,293,854,1832,8,549,282,568,1106,5958,
"Narridy",0,0,5,0,15,22,0,3,0,12,16,86,
"Narrung (SA)",5,0,4,6,26,61,0,25,3,15,45,197,
"Naturi",0,0,0,4,0,7,0,0,0,0,0,24,
"Neales Flat",0,0,3,5,11,23,0,7,0,7,15,73,
"Nectar Brook",0,0,0,0,0,4,0,0,4,10,10,24,
"Nelshaby",0,0,10,9,31,64,0,21,0,11,35,180,
"Nene Valley",0,0,8,10,21,26,0,8,3,10,10,82,
"Nepabunna",0,0,0,0,10,19,0,7,3,19,11,69,
"Nepean Bay",0,6,8,3,14,42,0,9,8,20,22,134,
"Netherby (SA)",152,51,348,109,80,293,0,44,22,53,272,1431,
"Netherton",0,0,0,4,3,11,0,7,0,8,12,42,
"Netley",41,19,178,132,241,580,0,160,49,122,245,1770,
"New Port",38,12,100,69,111,190,0,19,9,56,77,679,
"New Residence",0,0,5,6,9,35,0,9,0,6,18,79,
"New Town (SA)",4,19,42,62,189,362,7,146,21,129,264,1237,
"New Well",0,0,0,4,0,4,0,0,0,6,3,18,
"Newland",0,0,7,3,8,16,0,4,0,5,14,53,
"Newton",140,40,596,307,604,1457,0,431,185,257,773,4787,
"Ngapala",0,0,4,4,6,22,0,5,0,5,10,48,
"Ngarkat",0,0,0,0,0,0,0,0,0,0,0,0,
"Nildottie",3,0,4,14,30,61,0,35,4,10,18,188,
"Ninnes",0,0,0,11,7,21,0,5,0,0,18,56,
"Noarlunga Centre",6,0,12,16,37,64,0,15,8,22,18,205,
"Noarlunga Downs",41,28,227,209,729,1201,6,241,109,292,758,3846,
"Nora Creina",0,0,5,4,9,10,0,0,0,3,3,36,
"Normanville (SA)",24,19,137,145,267,481,0,129,42,169,216,1631,
"North Adelaide",768,191,1568,485,436,1914,0,127,161,817,480,6953,
"North Beach (SA)",7,0,47,28,71,175,0,38,16,58,59,506,
"North Booborowie",0,0,0,0,4,5,0,0,0,8,9,27,
"North Brighton",88,48,306,197,262,515,5,149,139,199,367,2272,
"North Cape",0,0,0,0,0,3,0,0,0,0,0,7,
"North Haven (SA)",88,71,395,492,1043,1898,0,338,171,368,707,5571,
"North Moonta",0,5,24,27,89,174,0,97,11,78,44,541,
"North Plympton",125,50,421,210,358,878,0,229,66,473,420,3226,
"North Shields",12,4,15,19,57,114,0,38,11,40,49,362,
"North West Bend",0,0,0,4,0,4,0,0,0,0,0,10,
"North Yelta",0,0,0,0,6,6,0,0,0,5,0,16,
"Northern Heights",0,0,4,13,39,103,0,35,11,29,27,271,
"Northfield",184,38,440,227,441,941,0,302,162,1153,739,4635,
"Northgate (SA)",415,129,1208,500,608,1406,0,234,166,294,1275,6225,
"Norton Summit",33,12,85,33,52,131,0,20,15,41,110,532,
"Norwood (SA)",620,191,1459,474,389,1270,0,185,149,514,716,5952,
"Notts Well",0,0,0,0,0,0,0,0,0,0,0,5,
"Novar Gardens",91,33,285,186,285,871,5,190,58,140,363,2505,
"Nullarbor",0,0,0,0,13,18,0,0,0,10,0,49,
"Nunjikompita",0,0,0,8,7,5,0,5,0,0,3,24,
"Nuriootpa",66,53,390,408,1060,1902,5,647,168,495,1128,6314,
"Nurom",4,0,0,5,4,6,0,4,0,0,3,34,
"Nurragi",0,0,0,0,3,9,0,0,0,8,6,34,
"O'Halloran Hill",48,34,281,223,509,711,0,110,84,164,486,2651,
"O'Sullivan Beach",15,11,85,99,365,627,0,162,46,165,302,1879,
"Oakbank",37,20,107,92,108,226,0,36,19,72,123,831,
"Oakden",176,67,499,313,376,956,0,264,103,326,577,3656,
"Oakden Hills",0,0,0,0,0,4,0,0,0,3,0,9,
"Oaklands Park",139,59,535,277,493,1154,4,314,117,298,455,3842,
"Ob Flat",7,11,29,26,63,138,0,35,9,17,62,396,
"Olary",0,0,0,0,3,0,0,0,0,0,0,3,
"Old Calperum",0,0,0,0,0,6,0,0,0,4,0,13,
"Old Noarlunga",14,17,81,103,301,443,0,82,29,86,302,1443,
"Old Reynella",43,37,264,237,622,1115,0,197,69,200,591,3387,
"Old Teal Flat",0,0,0,0,0,0,0,0,0,0,0,4,
"Olympic Dam",0,0,0,0,0,0,0,0,0,4,4,5,
"One Tree Hill",27,23,80,89,209,324,0,52,22,79,186,1094,
"Onkaparinga Hills",43,32,197,206,518,829,0,91,67,119,433,2525,
"Oodla Wirra",0,0,0,0,0,0,0,0,0,3,0,4,
"Oodnadatta",3,4,9,9,12,35,0,18,5,70,38,197,
"Orroroo",0,4,40,22,101,176,0,85,9,62,109,608,
"Osborne (SA)",19,12,106,104,332,602,0,220,60,177,292,1926,
"Ottoway",21,8,166,119,314,805,12,302,96,232,428,2495,
"Outer Harbor",0,0,0,0,4,3,0,0,0,0,0,6,
"Overland Corner",0,0,0,7,6,19,0,0,0,3,10,50,
"Ovingham",43,19,121,48,70,173,0,34,23,46,98,681,
"Owen",0,5,17,19,77,170,0,55,15,54,94,511,
"Padthaway",3,0,20,16,56,102,0,22,11,36,69,317,
"Paechtown",10,5,25,11,32,51,0,5,7,24,39,211,
"Pages Flat",8,0,29,9,18,41,0,10,8,16,26,162,
"Paisley",0,0,0,3,14,28,0,13,4,10,19,84,
"Palkagee",0,0,0,0,0,0,0,0,0,0,4,10,
